day,year,mo,da,report_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_REPORTS
5,2001,08,03,2001-08-03,79.5,71.0,1017.4,8.4,6.2,12.0,999.9,86.0,75.0,0.0,999.9,0,158
6,2001,08,04,2001-08-04,77.1,64.3,1016.2,10.0,5.9,11.1,999.9,84.9,68.0,0.0,999.9,0,210
7,2001,08,05,2001-08-05,80.2,67.1,1018.3,9.8,4.8,8.0,999.9,90.0,70.0,0.0,999.9,0,231
1,2001,08,06,2001-08-06,81.6,66.4,1019.9,10.0,6.1,9.9,14.0,91.4,71.6,0.0,999.9,0,158
2,2001,08,07,2001-08-07,84.2,71.1,1018.4,10.0,7.8,14.0,20.0,95.0,75.0,0.0,999.9,0,205
3,2001,08,08,2001-08-08,86.3,71.8,1015.6,8.3,7.6,11.1,999.9,93.9,78.1,0.0,999.9,0,173
4,2001,08,09,2001-08-09,85.8,72.1,1010.6,7.0,7.6,13.0,21.0,95.0,77.0,0.0,999.9,0,169
5,2001,08,10,2001-08-10,75.7,62.4,1013.9,9.4,10.8,22.0,33.0,90.0,72.0,0.3,999.9,0,175
6,2001,08,11,2001-08-11,73.0,56.8,1017.3,10.0,8.2,12.0,15.0,78.8,64.4,0.0,999.9,0,194
7,2001,08,12,2001-08-12,73.8,56.4,1017.4,10.0,5.7,8.9,999.9,84.2,62.6,0.0,999.9,0,181
1,2001,08,13,2001-08-13,73.5,60.2,1019.2,9.9,9.6,16.9,19.0,78.8,69.8,0.05,999.9,0,168
2,2001,08,14,2001-08-14,69.1,49.4,1020.1,10.0,7.3,13.0,15.9,77.0,59.0,0.0,999.9,0,132
3,2001,08,15,2001-08-15,70.0,53.4,1015.0,10.0,5.5,9.9,999.9,78.1,63.0,0.0,999.9,0,160
4,2001,08,16,2001-08-16,70.0,63.7,1008.6,6.7,8.5,14.0,18.1,73.4,66.2,0.66,999.9,0,131
5,2001,08,17,2001-08-17,69.5,56.8,1015.1,10.0,8.3,14.0,19.0,79.0,60.1,0.02,999.9,0,145
6,2001,08,18,2001-08-18,68.4,60.8,1011.5,9.4,5.8,9.9,15.0,73.4,64.4,0.0,999.9,0,177
7,2001,08,19,2001-08-19,66.9,61.1,1008.8,8.8,9.5,15.9,22.9,73.4,62.6,0.49,999.9,0,163
1,2001,08,20,2001-08-20,68.7,56.6,1016.2,10.0,7.2,11.1,999.9,79.0,59.0,0.14,999.9,0,170
2,2001,08,21,2001-08-21,70.1,56.3,1017.7,10.0,6.8,12.0,16.9,80.6,60.8,0.0,999.9,0,134
3,2001,08,22,2001-08-22,75.9,66.8,1012.9,9.1,10.3,16.9,21.0,88.0,71.1,0.13,999.9,0,160
4,2001,08,23,2001-08-23,73.5,68.6,1014.6,7.7,6.3,11.1,21.0,78.1,71.1,0.08,999.9,0,159
5,2001,08,24,2001-08-24,73.5,67.3,1017.7,6.7,8.4,12.0,999.9,81.0,69.1,0.0,999.9,0,168
6,2001,08,25,2001-08-25,74.7,71.2,1013.2,5.1,7.4,12.0,19.0,81.0,71.1,0.87,999.9,0,185
7,2001,08,26,2001-08-26,75.2,67.3,1011.7,10.0,6.6,12.0,15.9,82.4,69.8,0.0,999.9,0,196
1,2001,08,27,2001-08-27,76.1,63.5,1012.4,9.8,7.4,14.0,19.0,84.9,66.9,0.0,999.9,0,170
2,2001,08,28,2001-08-28,74.1,60.3,1012.9,10.0,7.3,11.1,999.9,80.6,66.2,0.0,999.9,0,137
3,2001,08,29,2001-08-29,72.3,57.0,1016.4,10.0,6.3,11.1,999.9,82.9,61.0,0.0,999.9,0,144
4,2001,08,30,2001-08-30,77.4,63.5,1010.5,9.9,8.1,12.0,16.9,87.1,71.1,0.0,999.9,0,127
5,2001,08,31,2001-08-31,72.3,64.2,1010.3,8.2,9.2,16.9,23.9,84.0,68.0,0.46,999.9,0,140
6,2001,09,01,2001-09-01,64.2,49.5,1017.8,10.0,9.8,15.0,20.0,68.0,60.1,0.0,999.9,0,200
7,2001,09,02,2001-09-02,66.5,52.5,1016.2,10.0,5.4,8.0,999.9,80.1,55.0,0.0,999.9,0,211
1,2001,09,03,2001-09-03,74.7,60.3,1011.9,10.0,7.8,13.0,18.1,86.0,64.0,0.0,999.9,0,211
2,2001,09,04,2001-09-04,73.6,61.0,1015.7,10.0,9.8,15.0,999.9,82.9,69.1,0.0,999.9,0,154
3,2001,09,05,2001-09-05,68.9,57.8,1021.2,10.0,7.0,11.1,14.0,78.1,61.0,0.0,999.9,0,121
4,2001,09,06,2001-09-06,74.4,60.6,1017.3,9.7,8.5,14.0,21.0,87.8,64.4,0.0,999.9,0,153
5,2001,09,07,2001-09-07,77.9,69.1,1007.6,8.6,10.9,16.9,23.9,89.6,69.8,0.63,999.9,0,167
6,2001,09,08,2001-09-08,77.2,66.3,1005.7,9.8,14.5,21.0,28.9,87.1,73.0,0.0,999.9,0,206
7,2001,09,09,2001-09-09,69.9,63.5,1010.6,8.8,7.9,18.1,23.9,75.2,60.8,0.22,999.9,0,197
1,2001,09,10,2001-09-10,64.2,52.5,1019.0,9.9,9.8,19.0,23.9,79.0,55.0,0.27,999.9,0,144
2,2001,09,11,2001-09-11,67.6,52.8,1024.0,10.0,4.8,8.0,999.9,80.1,55.0,0.0,999.9,0,185
3,2001,09,12,2001-09-12,72.7,55.2,1019.8,10.0,7.3,11.1,15.9,84.0,61.0,0.0,999.9,0,159
4,2001,09,13,2001-09-13,67.7,54.6,1021.3,10.0,11.9,18.1,22.0,80.1,62.1,0.0,999.9,0,123
5,2001,09,14,2001-09-14,60.1,44.0,1027.5,10.0,12.6,19.0,22.0,64.4,55.4,0.0,999.9,0,144
6,2001,09,15,2001-09-15,61.2,44.3,1025.0,10.0,7.3,11.1,999.9,66.9,55.0,0.0,999.9,0,202
7,2001,09,16,2001-09-16,62.2,47.8,1021.3,10.0,6.0,9.9,999.9,71.6,53.6,0.0,999.9,0,169
1,2001,09,17,2001-09-17,64.2,51.3,1017.3,10.0,5.8,8.9,999.9,69.8,57.2,0.0,999.9,0,125
2,2001,09,18,2001-09-18,64.1,54.2,1015.1,8.1,7.7,12.0,999.9,69.8,57.2,0.06,999.9,0,143
3,2001,09,19,2001-09-19,65.4,61.6,1004.8,5.0,11.2,15.0,21.0,69.8,60.8,1.37,999.9,0,120
4,2001,09,20,2001-09-20,63.8,53.3,1012.1,8.5,8.9,15.0,16.9,73.9,55.0,0.05,999.9,0,129
5,2001,09,21,2001-09-21,65.5,58.8,1011.0,8.5,7.0,13.0,18.1,69.8,62.6,0.53,999.9,0,159
6,2001,09,22,2001-09-22,64.3,54.7,1016.7,8.8,5.1,8.9,16.9,75.0,54.0,0.01,999.9,0,197
7,2001,09,23,2001-09-23,64.1,56.1,1013.8,8.4,7.1,18.1,22.9,72.0,57.0,0.02,999.9,0,150
1,2001,09,24,2001-09-24,52.1,42.9,1020.3,10.0,15.9,20.0,26.0,55.4,48.2,0.69,999.9,0,109
2,2001,09,25,2001-09-25,50.0,34.3,1021.2,10.0,12.1,15.9,22.0,57.2,42.8,0.02,999.9,0,116
3,2001,09,26,2001-09-26,56.7,36.8,1016.1,10.0,9.8,13.0,18.1,69.8,48.2,0.0,999.9,0,134
4,2001,09,27,2001-09-27,56.1,44.7,1018.6,10.0,8.5,15.0,19.0,63.0,46.9,0.0,999.9,0,140
5,2001,09,28,2001-09-28,55.3,47.1,1023.7,10.0,10.6,15.0,20.0,55.4,53.6,0.0,999.9,0,133
6,2001,09,29,2001-09-29,57.7,48.4,1027.5,10.0,6.1,11.1,15.9,64.9,50.0,0.0,999.9,0,175
7,2001,09,30,2001-09-30,58.3,50.4,1026.6,8.0,5.0,8.0,999.9,71.6,46.4,0.0,999.9,1,182
1,2001,10,01,2001-10-01,63.0,50.9,1019.2,9.9,6.5,12.0,16.9,78.8,51.8,0.0,999.9,0,153
2,2001,10,02,2001-10-02,67.3,55.8,1013.9,9.0,5.6,11.1,999.9,82.4,55.4,0.0,999.9,0,152
3,2001,10,03,2001-10-03,71.6,48.0,1010.1,10.0,11.7,16.9,26.0,80.6,64.4,0.0,999.9,0,154
4,2001,10,04,2001-10-04,58.3,50.5,1014.7,8.4,6.5,15.0,18.1,69.8,51.8,0.41,999.9,0,125
5,2001,10,05,2001-10-05,49.5,44.1,1015.8,8.7,5.9,14.0,999.9,53.6,48.2,1.56,999.9,0,122
6,2001,10,06,2001-10-06,44.5,31.2,1019.4,10.0,8.7,18.1,23.9,51.8,35.6,0.0,999.9,0,164
7,2001,10,07,2001-10-07,42.5,26.3,1026.4,10.0,5.0,8.9,999.9,53.1,32.0,0.0,999.9,0,175
1,2001,10,08,2001-10-08,53.8,34.9,1026.7,10.0,9.1,14.0,22.0,66.2,42.8,0.0,999.9,0,147
2,2001,10,09,2001-10-09,63.1,45.3,1021.7,10.0,13.1,19.0,28.9,73.9,55.0,0.0,999.9,0,132
3,2001,10,10,2001-10-10,63.6,53.8,1015.8,9.9,16.0,19.0,27.0,68.0,61.0,0.07,999.9,0,134
4,2001,10,11,2001-10-11,59.0,48.9,1017.0,9.8,7.8,16.9,20.0,66.0,53.1,0.07,999.9,0,118
5,2001,10,12,2001-10-12,56.7,53.4,1010.1,9.1,10.2,15.9,999.9,60.8,53.6,0.73,999.9,0,143
6,2001,10,13,2001-10-13,60.7,58.2,1004.7,6.0,8.8,22.9,30.9,69.8,57.2,0.01,999.9,0,169
7,2001,10,14,2001-10-14,55.3,48.6,1000.4,8.9,8.9,21.0,28.0,60.8,50.0,1.79,999.9,0,186
1,2001,10,15,2001-10-15,49.5,37.7,1015.4,10.0,10.4,14.0,20.0,55.0,44.1,0.03,999.9,0,141
2,2001,10,16,2001-10-16,47.1,38.7,1017.4,9.6,12.3,21.0,27.0,53.6,44.6,0.08,999.9,0,119
3,2001,10,17,2001-10-17,43.6,28.5,1024.9,10.0,7.5,12.0,18.1,52.0,35.1,0.01,999.9,0,123
4,2001,10,18,2001-10-18,51.5,32.2,1018.4,10.0,11.9,22.9,28.9,64.4,42.8,0.0,999.9,0,122
5,2001,10,19,2001-10-19,55.3,37.8,1013.2,10.0,7.1,11.1,999.9,61.0,48.0,0.0,999.9,0,136
6,2001,10,20,2001-10-20,55.9,37.6,1014.2,10.0,7.6,14.0,16.9,69.8,46.4,0.0,999.9,0,183
7,2001,10,21,2001-10-21,59.5,46.7,1015.6,9.3,6.4,8.9,999.9,66.0,55.0,0.0,999.9,0,165
1,2001,10,22,2001-10-22,58.6,51.3,1015.3,8.4,5.9,8.9,999.9,63.0,54.0,0.0,999.9,0,157
2,2001,10,23,2001-10-23,63.9,58.4,1000.1,9.2,9.4,16.9,27.0,66.2,59.0,0.62,999.9,0,117
3,2001,10,24,2001-10-24,60.5,57.6,997.2,8.1,10.1,27.0,37.9,66.0,50.0,0.0,999.9,0,133
4,2001,10,25,2001-10-25,40.7,29.3,1005.0,10.0,21.2,29.9,50.9,50.0,36.0,0.47,999.9,0,105
5,2001,10,26,2001-10-26,39.1,26.3,1017.1,10.0,18.3,22.9,35.0,42.8,37.4,0.0,999.9,0,132
6,2001,10,27,2001-10-27,40.4,23.8,1029.2,10.0,9.7,14.0,999.9,46.9,37.0,0.0,999.9,0,158
7,2001,10,28,2001-10-28,41.7,27.1,1031.0,10.0,9.2,19.0,25.1,54.0,33.1,0.0,999.9,0,155
1,2001,10,29,2001-10-29,49.3,36.3,1029.4,10.0,10.6,18.1,23.9,62.1,44.1,0.0,999.9,0,125
2,2001,10,30,2001-10-30,50.3,45.3,1031.5,9.8,9.0,13.0,18.1,53.1,48.0,0.03,999.9,0,131
3,2001,10,31,2001-10-31,57.6,40.6,1019.9,10.0,11.5,18.1,28.9,69.1,50.0,0.0,999.9,0,128
4,2001,11,01,2001-11-01,61.2,47.7,1010.8,9.9,15.9,19.0,30.9,66.2,57.2,0.0,999.9,0,163
5,2001,11,02,2001-11-02,62.7,46.2,1015.2,9.5,10.1,15.9,22.9,66.9,55.0,0.05,999.9,0,165
6,2001,11,03,2001-11-03,54.0,34.2,1026.7,10.0,6.4,11.1,999.9,66.9,41.0,0.0,999.9,0,158
7,2001,11,04,2001-11-04,53.1,41.1,1025.8,10.0,6.9,12.0,999.9,62.6,44.6,0.0,999.9,0,159
1,2001,11,05,2001-11-05,46.3,34.4,1028.3,10.0,4.3,7.0,999.9,55.4,35.6,0.0,999.9,0,137
2,2001,11,06,2001-11-06,49.7,32.5,1024.7,10.0,7.0,12.0,16.9,63.0,39.0,0.0,999.9,0,124
3,2001,11,07,2001-11-07,56.4,42.7,1022.0,10.0,5.7,9.9,16.9,71.6,46.4,0.0,999.9,0,150
4,2001,11,08,2001-11-08,54.4,46.9,1019.5,9.8,11.5,22.9,30.9,64.9,42.1,0.01,999.9,0,120
5,2001,11,09,2001-11-09,42.0,33.7,1028.5,10.0,8.0,18.1,22.0,53.1,33.1,0.0,999.9,0,133
6,2001,11,10,2001-11-10,48.8,36.2,1018.0,10.0,11.9,16.9,22.0,62.6,39.2,0.0,999.9,0,171
7,2001,11,11,2001-11-11,45.7,37.3,1027.8,10.0,9.0,15.9,21.0,51.1,41.0,0.0,999.9,0,163
1,2001,11,12,2001-11-12,44.4,36.6,1030.9,10.0,5.5,8.9,999.9,57.0,35.1,0.0,999.9,0,130
2,2001,11,13,2001-11-13,52.2,35.5,1024.7,10.0,9.4,14.0,19.0,64.4,46.4,0.0,999.9,0,120
3,2001,11,14,2001-11-14,55.8,50.1,1020.6,6.6,8.0,14.0,15.9,63.0,51.1,0.15,999.9,0,123
4,2001,11,15,2001-11-15,60.4,55.5,1018.7,6.4,8.5,14.0,999.9,68.0,53.6,0.06,999.9,0,134
5,2001,11,16,2001-11-16,56.5,53.6,1021.7,5.1,6.7,11.1,999.9,64.0,48.0,0.0,999.9,0,144
6,2001,11,17,2001-11-17,51.8,49.4,1027.4,6.0,4.9,8.0,999.9,64.9,42.1,0.0,999.9,1,198
7,2001,11,18,2001-11-18,55.1,53.0,1022.2,2.8,6.5,11.1,999.9,64.4,50.0,0.0,999.9,1,195
1,2001,11,19,2001-11-19,51.4,44.8,1015.7,8.1,11.6,21.0,29.9,60.8,42.8,0.07,999.9,0,131
2,2001,11,20,2001-11-20,37.4,25.1,1022.7,10.0,8.4,16.9,22.0,43.0,30.0,0.02,999.9,0,143
3,2001,11,21,2001-11-21,42.8,30.1,1013.6,10.0,9.8,14.0,16.9,55.4,35.6,0.0,999.9,0,138
4,2001,11,22,2001-11-22,47.2,35.4,1011.4,10.0,9.1,15.9,21.0,57.2,39.2,0.0,999.9,0,172
5,2001,11,23,2001-11-23,52.1,38.6,1009.9,10.0,10.2,13.0,18.1,60.8,48.2,0.0,999.9,0,151
6,2001,11,24,2001-11-24,59.8,55.3,1001.3,9.7,14.0,20.0,30.9,64.9,57.0,0.13,999.9,0,166
7,2001,11,25,2001-11-25,48.1,44.8,1004.8,9.8,16.3,22.0,29.9,60.8,44.6,0.34,999.9,0,126
1,2001,11,26,2001-11-26,45.3,41.9,1019.1,9.5,9.8,16.9,20.0,51.8,39.2,0.0,999.9,0,160
2,2001,11,27,2001-11-27,46.4,44.5,1012.2,7.7,10.9,16.9,22.0,53.6,37.4,0.12,999.9,0,128
3,2001,11,28,2001-11-28,38.5,35.5,1024.0,9.5,6.7,12.0,999.9,42.8,35.6,0.0,999.9,0,138
4,2001,11,29,2001-11-29,43.8,43.7,1017.9,8.0,8.3,13.0,999.9,46.4,41.0,0.18,999.9,0,120
5,2001,11,30,2001-11-30,46.4,46.4,1006.4,7.7,11.7,15.9,22.9,50.0,43.0,0.42,999.9,0,149
6,2001,12,01,2001-12-01,40.7,38.5,1017.7,8.7,11.3,15.0,21.0,44.6,37.4,0.05,999.9,0,191
7,2001,12,02,2001-12-02,40.5,37.2,1023.9,6.3,6.9,15.0,22.9,54.0,33.1,0.0,999.9,1,148
1,2001,12,03,2001-12-03,48.9,44.8,1019.1,9.9,8.6,15.9,22.9,55.4,42.8,0.0,999.9,0,138
2,2001,12,04,2001-12-04,57.2,52.8,1017.9,10.0,10.1,14.0,18.1,64.0,53.1,0.0,999.9,0,151
3,2001,12,05,2001-12-05,62.5,56.4,1015.9,9.8,13.4,21.0,30.9,68.0,59.0,0.0,999.9,0,124
4,2001,12,06,2001-12-06,47.9,39.1,1017.7,10.0,10.6,21.0,29.9,64.4,39.2,0.09,999.9,0,131
5,2001,12,07,2001-12-07,42.3,39.5,1018.6,9.8,7.0,13.0,999.9,46.9,35.1,0.0,999.9,0,145
6,2001,12,08,2001-12-08,44.4,41.2,1018.5,8.2,7.5,14.0,999.9,48.2,41.0,0.0,999.9,0,171
7,2001,12,09,2001-12-09,34.1,26.4,1024.2,9.8,6.5,12.0,999.9,43.0,26.1,0.0,999.9,0,175
1,2001,12,10,2001-12-10,37.0,27.1,1022.0,10.0,6.7,9.9,15.9,48.2,30.2,0.0,999.9,0,139
2,2001,12,11,2001-12-11,38.1,31.7,1024.6,9.5,5.2,8.9,999.9,48.0,28.9,0.0,999.9,0,120
3,2001,12,12,2001-12-12,44.1,39.3,1019.9,6.5,7.2,9.9,15.0,48.2,41.0,0.02,999.9,0,128
4,2001,12,13,2001-12-13,45.4,42.3,1012.2,7.3,8.6,12.0,999.9,48.2,35.6,0.21,999.9,0,134
5,2001,12,14,2001-12-14,35.8,31.5,1014.8,5.5,7.0,12.0,999.9,41.0,32.0,0.0,999.9,0,139
6,2001,12,15,2001-12-15,36.6,34.5,1026.1,4.4,6.4,15.0,20.0,41.0,33.1,0.0,999.9,0,151
7,2001,12,16,2001-12-16,43.0,39.7,1023.4,6.5,7.9,12.0,19.0,46.9,39.9,0.06,999.9,0,153
1,2001,12,17,2001-12-17,45.8,42.7,1011.4,6.9,6.8,12.0,999.9,46.9,41.0,0.27,999.9,0,149
2,2001,12,18,2001-12-18,38.2,31.2,1012.0,8.0,6.8,12.0,999.9,48.2,30.2,0.0,999.9,0,122
3,2001,12,19,2001-12-19,38.0,30.7,1009.9,8.0,9.7,16.9,23.9,44.6,33.8,0.05,999.9,0,126
4,2001,12,20,2001-12-20,33.7,17.8,1020.1,10.0,8.1,14.0,20.0,42.1,28.0,0.0,999.9,0,98
5,2001,12,21,2001-12-21,32.9,20.1,1025.3,10.0,4.5,8.0,999.9,42.8,24.8,0.0,999.9,0,102
6,2001,12,22,2001-12-22,40.5,30.1,1017.1,9.5,12.4,18.1,28.9,46.9,35.1,0.07,999.9,0,151
7,2001,12,23,2001-12-23,32.1,24.8,1008.5,8.4,14.9,21.0,28.9,48.9,24.1,0.0,999.9,0,153
1,2001,12,24,2001-12-24,21.0,14.3,1012.9,6.1,13.3,22.0,30.9,26.6,19.4,0.0,999.9,0,126
2,2001,12,25,2001-12-25,17.8,9.7,1017.8,9.4,9.3,15.0,19.0,24.8,12.2,0.0,999.9,0,170
3,2001,12,26,2001-12-26,14.2,8.2,1012.7,8.7,10.0,14.0,19.0,17.6,10.4,0.0,999.9,0,123
4,2001,12,27,2001-12-27,22.5,16.0,1006.0,8.0,12.3,16.9,22.9,28.9,17.1,0.0,1.2,0,130
5,2001,12,28,2001-12-28,25.4,16.1,1004.2,8.5,11.6,16.9,27.0,28.4,21.2,0.0,1.2,0,135
6,2001,12,29,2001-12-29,16.8,5.7,1015.3,9.7,11.8,15.9,19.0,21.9,12.0,0.0,999.9,0,157
7,2001,12,30,2001-12-30,12.7,4.0,1023.4,10.0,11.1,15.9,21.0,19.4,6.8,0.0,999.9,0,144
1,2001,12,31,2001-12-31,15.3,5.5,1023.6,10.0,10.0,14.0,999.9,21.2,8.6,0.0,999.9,0,131
2,2002,01,01,2002-01-01,18.1,4.8,1026.5,10.0,5.3,9.9,999.9,26.6,10.4,0.0,999.9,0,296
3,2002,01,02,2002-01-02,23.2,11.3,1031.2,10.0,4.5,7.0,999.9,32.0,15.1,0.0,999.9,0,143
4,2002,01,03,2002-01-03,22.1,11.6,1026.7,10.0,6.6,9.9,999.9,30.2,15.8,0.0,999.9,0,129
5,2002,01,04,2002-01-04,26.6,15.3,1020.2,10.0,10.6,16.9,26.0,39.2,19.4,0.0,999.9,0,162
6,2002,01,05,2002-01-05,33.7,22.6,1015.2,9.2,9.3,13.0,16.9,37.4,28.4,99.99,999.9,0,161
7,2002,01,06,2002-01-06,33.8,27.6,1012.5,6.9,9.7,15.9,21.0,37.9,30.9,0.02,999.9,0,177
1,2002,01,07,2002-01-07,24.4,13.0,1019.9,10.0,10.4,15.0,20.0,32.0,17.1,0.0,999.9,0,136
2,2002,01,08,2002-01-08,28.9,18.7,1013.0,10.0,10.5,15.0,22.9,41.0,21.2,0.0,999.9,0,139
3,2002,01,09,2002-01-09,44.9,31.5,1004.3,10.0,12.0,15.0,22.0,55.9,39.0,0.0,999.9,0,131
4,2002,01,10,2002-01-10,42.6,33.1,1011.2,10.0,7.3,11.1,999.9,48.2,35.6,0.0,999.9,0,173
5,2002,01,11,2002-01-11,38.0,27.0,1017.2,10.0,10.4,14.0,16.9,43.0,33.1,0.0,999.9,0,135
6,2002,01,12,2002-01-12,37.1,26.6,1010.0,10.0,9.5,15.9,21.0,43.0,32.0,0.0,999.9,0,169
7,2002,01,13,2002-01-13,34.1,22.0,1009.0,10.0,7.9,13.0,18.1,42.8,24.8,0.0,999.9,0,173
1,2002,01,14,2002-01-14,37.8,29.7,1004.6,9.2,9.8,18.1,22.0,41.0,33.8,0.03,999.9,0,134
2,2002,01,15,2002-01-15,33.6,26.8,1015.2,8.3,12.3,18.1,26.0,35.6,30.2,0.0,999.9,0,136
3,2002,01,16,2002-01-16,31.5,23.9,1021.9,7.8,7.9,11.1,19.0,35.6,28.4,0.03,3.1,1,138
4,2002,01,17,2002-01-17,24.0,17.5,1020.5,9.0,10.0,15.9,22.9,34.0,14.0,0.08,2.0,0,107
5,2002,01,18,2002-01-18,19.8,10.8,1024.5,9.8,7.9,11.1,999.9,25.0,15.1,0.0,2.0,0,123
6,2002,01,19,2002-01-19,20.5,9.8,1019.5,10.0,5.5,9.9,999.9,28.9,15.1,0.0,2.0,0,154
7,2002,01,20,2002-01-20,29.9,23.8,1015.2,8.5,9.8,15.0,21.0,37.4,24.8,0.02,1.2,0,152
1,2002,01,21,2002-01-21,32.1,26.4,1010.0,8.1,11.2,19.0,22.9,35.6,30.2,0.04,1.2,0,162
2,2002,01,22,2002-01-22,39.5,25.3,1017.2,10.0,10.0,19.0,27.0,55.9,30.9,0.0,1.2,0,143
3,2002,01,23,2002-01-23,46.8,37.6,1008.6,6.7,10.9,19.0,28.9,50.0,41.0,0.01,999.9,0,148
4,2002,01,24,2002-01-24,37.3,26.7,1013.6,10.0,10.4,14.0,19.0,41.0,35.1,0.0,999.9,0,108
5,2002,01,25,2002-01-25,37.1,20.7,1019.9,10.0,10.9,15.0,22.0,51.8,28.4,0.0,999.9,0,148
6,2002,01,26,2002-01-26,42.3,25.3,1016.2,10.0,11.1,15.9,22.9,55.4,33.8,0.0,999.9,0,175
7,2002,01,27,2002-01-27,46.9,30.1,1014.9,10.0,11.2,15.9,22.9,61.0,37.0,0.0,999.9,0,204
1,2002,01,28,2002-01-28,45.5,33.9,1012.4,9.3,8.0,15.9,25.1,53.6,39.2,0.0,999.9,0,151
2,2002,01,29,2002-01-29,37.2,32.0,1014.6,9.3,9.8,13.0,999.9,39.2,33.8,0.0,999.9,0,145
3,2002,01,30,2002-01-30,33.6,29.8,1021.8,5.4,8.4,15.0,19.0,35.6,30.2,0.16,2.0,1,102
4,2002,01,31,2002-01-31,32.9,30.7,1018.0,3.9,12.5,18.1,23.9,33.8,30.2,0.0,7.9,1,93
5,2002,02,01,2002-02-01,32.1,26.4,1015.6,8.9,12.5,21.0,30.9,35.6,26.6,0.48,5.9,0,142
6,2002,02,02,2002-02-02,24.2,18.0,1030.7,8.3,7.2,13.0,22.0,34.0,15.1,0.0,5.9,0,170
7,2002,02,03,2002-02-03,31.5,23.4,1020.2,9.5,10.8,16.9,22.9,36.0,25.0,0.0,5.1,0,167
1,2002,02,04,2002-02-04,21.4,9.2,1028.0,10.0,12.5,19.0,25.1,33.1,14.0,0.0,5.1,0,150
2,2002,02,05,2002-02-05,21.1,10.5,1031.6,10.0,8.9,15.9,21.0,32.0,12.2,0.0,5.1,0,128
3,2002,02,06,2002-02-06,29.2,19.0,1023.9,10.0,6.5,11.1,999.9,37.4,21.2,0.0,5.1,0,125
4,2002,02,07,2002-02-07,32.4,24.8,1017.1,7.4,9.0,14.0,999.9,39.2,24.8,0.0,5.1,0,135
5,2002,02,08,2002-02-08,35.2,28.9,1018.4,6.1,9.0,13.0,999.9,42.8,30.2,0.0,3.9,0,115
6,2002,02,09,2002-02-09,41.5,31.6,1018.7,8.3,8.0,13.0,19.0,53.6,35.6,0.0,3.9,0,174
7,2002,02,10,2002-02-10,40.8,34.4,1015.3,8.8,12.0,22.9,28.9,48.2,33.8,0.04,999.9,0,164
1,2002,02,11,2002-02-11,30.1,18.5,1026.2,10.0,10.8,20.0,27.0,35.6,21.2,0.0,999.9,0,140
2,2002,02,12,2002-02-12,38.6,25.4,1012.6,10.0,16.7,22.9,30.9,43.0,35.1,0.0,999.9,0,165
3,2002,02,13,2002-02-13,28.8,10.1,1026.7,10.0,9.1,15.9,21.0,37.9,19.0,0.0,999.9,0,117
4,2002,02,14,2002-02-14,34.9,20.1,1022.7,10.0,12.0,21.0,28.9,44.6,28.4,0.0,999.9,0,138
5,2002,02,15,2002-02-15,39.6,27.4,1012.8,9.9,13.8,20.0,25.1,42.8,37.4,0.0,999.9,0,164
6,2002,02,16,2002-02-16,38.4,26.9,1011.9,10.0,13.1,18.1,26.0,42.8,35.6,0.0,999.9,0,171
7,2002,02,17,2002-02-17,33.9,20.4,1022.0,10.0,8.6,15.0,999.9,39.0,28.0,0.0,999.9,0,165
1,2002,02,18,2002-02-18,36.3,22.2,1022.9,10.0,11.0,16.9,23.9,50.0,28.4,0.0,999.9,0,134
2,2002,02,19,2002-02-19,44.4,34.9,1013.1,9.1,11.9,16.9,25.1,48.2,39.2,0.11,999.9,0,137
3,2002,02,20,2002-02-20,47.2,45.9,999.9,7.0,13.5,20.0,27.0,55.0,39.0,0.35,999.9,0,146
4,2002,02,21,2002-02-21,33.7,30.2,1010.2,8.6,12.2,21.0,28.0,37.4,30.2,0.05,999.9,0,144
5,2002,02,22,2002-02-22,31.2,20.4,1023.7,10.0,9.3,15.0,999.9,39.2,24.8,0.0,999.9,0,127
6,2002,02,23,2002-02-23,34.6,24.4,1020.8,10.0,8.3,15.9,22.0,46.4,26.6,0.0,999.9,0,196
7,2002,02,24,2002-02-24,46.4,31.7,1014.5,10.0,14.3,23.9,29.9,60.8,37.4,0.0,999.9,0,178
1,2002,02,25,2002-02-25,44.4,33.4,1011.5,9.5,13.2,21.0,28.9,55.9,35.1,0.0,999.9,0,143
2,2002,02,26,2002-02-26,28.4,24.4,1013.1,4.9,11.3,15.9,22.9,35.1,24.1,0.0,1.2,0,109
3,2002,02,27,2002-02-27,21.3,12.6,1015.7,8.8,12.6,15.9,22.0,26.1,17.1,0.01,1.2,0,112
4,2002,02,28,2002-02-28,23.2,12.0,1019.0,9.8,11.0,16.9,23.9,32.0,15.1,0.0,999.9,0,128
5,2002,03,01,2002-03-01,28.2,17.9,1025.6,10.0,7.4,12.0,999.9,32.0,23.0,0.0,999.9,0,181
6,2002,03,02,2002-03-02,33.9,31.9,1015.3,3.0,6.7,13.0,999.9,35.6,32.0,0.38,5.9,1,161
7,2002,03,03,2002-03-03,19.4,13.8,1013.7,5.7,10.8,16.9,20.0,33.8,10.4,0.29,5.1,0,172
1,2002,03,04,2002-03-04,4.7,-4.6,1024.4,9.4,11.0,15.9,21.0,15.8,-4.0,0.0,5.1,0,142
